Job Opening Id,Account Manager,Job Type,Posting Title,Job Opening Status,Date Opened,City,Province,Country,Created Time,Salary,Profile
Zrecruit_159941000010154104,Gemini Patel,Full time,Digital Marketing Strategist,In-progress,09/06/2026,Mumbai,Thane,,09/06/2026 4:30 PM,30 - 40 K,Online Reputation Management (ORM)
Zrecruit_159941000010154100,Gemini Patel,Full time,ORM Executive,In-progress,09/06/2026,Mumbai,Thane,,09/06/2026 4:28 PM,10 - 20 K,Online Reputation Management (ORM)
Zrecruit_159941000010154087,Gemini Patel,Full time,Junior Social Media Account Manager,In-progress,09/06/2026,Mumbai,Thane,,09/06/2026 4:23 PM,20 - 30 K,Account Management
Zrecruit_159941000010154063,Gemini Patel,Full time,Account Manager,In-progress,09/06/2026,Mumbai,Thane,,09/06/2026 4:13 PM,50k+,Account Management
Zrecruit_159941000010143457,Riddhi Rane,Internship,Social Media Marketing Intern,In-progress,09/06/2026,Mumbai,Andheri West,,09/06/2026 1:48 PM,10 - 20 K,Social Media
Zrecruit_159941000010143454,Riddhi Rane,Internship with PPO,Social Media Intern,In-progress,09/06/2026,Mumbai,Santacruz,,09/06/2026 1:45 PM,10 - 20 K,Social Media
Zrecruit_159941000010140397,Riddhi Rane,Internship,Social Media & Content Intern,In-progress,09/06/2026,Mumbai,vile parle,,09/06/2026 4:18 PM,10 - 20 K,Social Media
Zrecruit_159941000010140329,Riddhi Rane,Full time,Account Manger,In-progress,09/06/2026,Mumbai,vile parle,,09/06/2026 3:46 PM,20 - 30 K,Account Management
Zrecruit_159941000010140244,Vidhi Yelkar,Internship with PPO,Performance Marketing Intern,In-progress,09/06/2026,Gurugram,Delhi,India,09/06/2026 3:12 PM,20 - 30 K,Performance Marketing
Zrecruit_159941000010140228,Gemini Patel,Full time,Marketing and event executive,In-progress,09/06/2026,Andheri East,Mumbai,,09/06/2026 3:06 PM,30 - 40 K,Digital Marketing (All-Rounder)
Zrecruit_159941000010140216,Gemini Patel,Full time,Account Management,In-progress,09/06/2026,Andheri east,Mumbai,,09/06/2026 3:04 PM,50k+,Business Development
Zrecruit_159941000010140202,Gemini Patel,Full time,Business Development executive,In-progress,09/06/2026,Andheri east,Mumbai,,09/06/2026 2:58 PM,30 - 40 K,Business Development
Zrecruit_159941000010140179,Gemini Patel,Internship with PPO,Brand Planner  Intern,In-progress,09/06/2026,Andheri East,Mumbai,,09/06/2026 2:48 PM,5 - 10 K,Brand Solutions
Zrecruit_159941000010140170,Gemini Patel,Full time,Brand Planner  Executive,In-progress,09/06/2026,Andheri East,Mumbai,,09/06/2026 2:41 PM,30 - 40 K,Brand Solutions
Zrecruit_159941000010140156,Gemini Patel,Internship with PPO,Performance Marketing Executive,In-progress,09/06/2026,Andheri East,Mumbai,,09/06/2026 2:37 PM,30 - 40 K,Performance Marketing
Zrecruit_159941000010140149,Gemini Patel,Internship with PPO,Performance Marketing Intern,In-progress,09/06/2026,Andheri East,Mumbai,,09/06/2026 2:32 PM,5 - 10 K,Performance Marketing
Zrecruit_159941000010140121,Riddhi Rane,Internship with PPO,AD Operations Intern,In-progress,09/06/2026,mumbai,curry road,,09/06/2026 1:01 PM,5 - 10 K,Ad Operations
Zrecruit_159941000010140104,Riddhi Rane,Full time,Content Writer,In-progress,09/06/2026,mumbai,malad,,09/06/2026 12:55 PM,20 - 30 K,Content Writing
Zrecruit_159941000010140092,Vidhi Yelkar,Internship with PPO,Content Writer – Intern,In-progress,09/06/2026,Mumbai,Goregaon east,,09/06/2026 12:50 PM,5 - 10 K,Content Writing
Zrecruit_159941000010140081,Vidhi Yelkar,Internship with PPO,Influencer marketing Intern,In-progress,09/06/2026,Mumbai,Goregaon,,09/06/2026 12:48 PM,20 - 30 K,Influencer Marketing
Zrecruit_159941000010140035,Riddhi Rane,Full time,business development executive,In-progress,09/06/2026,Mumbai,Maharashtra,India,09/06/2026 11:28 AM,10 - 20 K,Business Development
Zrecruit_159941000010138401,Dania Assadi,Full time,Performance Marketing,In-progress,09/06/2026,Pune,Sanagawade Road,,09/06/2026 4:25 PM,Not Defined,Performance Marketing
Zrecruit_159941000010138066,Gemini Patel,Full time,Digital Analyst,In-progress,09/06/2026,Mumbai,One BKC,,09/06/2026 1:11 PM,50k+,Others
Zrecruit_159941000010138040,Dania Assadi,Full time,Marketing Manager,In-progress,09/06/2026,Delhi,Okla Phase 2,,09/06/2026 12:56 PM,40 - 50k,Digital Marketing (All-Rounder)
Zrecruit_159941000010138026,Dania Assadi,Full time,Social Media Executive,In-progress,09/06/2026,Delhi,Pitampura,,09/06/2026 12:14 PM,20 - 30 K,Social Media
Zrecruit_159941000010136019,Gemini Patel,Internship,Performance Marketing Intern,In-progress,09/06/2026,Remote,Remote,,09/06/2026 9:45 AM,10 - 20 K,Performance Marketing
Zrecruit_159941000010136005,Gemini Patel,Full time,Performance Marketing Manager,In-progress,09/06/2026,New Delhi,Chhatarpur,,09/06/2026 9:34 AM,20 - 30 K,Performance Marketing
Zrecruit_159941000009926601,Riddhi Rane,Full time,SEO Intern,In-progress,08/06/2026,Mumbai,Kandivali,,08/06/2026 4:46 PM,10 - 20 K,SEO
Zrecruit_159941000009920222,Gemini Patel,Full time,Sr. Account Manager,In-progress,08/06/2026,Mumbai,Goregaon,India,08/06/2026 5:21 PM,50k+,Account Management
Zrecruit_159941000009920215,Gemini Patel,Full time,Sr. Creative Strategist,In-progress,08/06/2026,Mumbai,Goregaon,,08/06/2026 5:15 PM,50k+,Social Media
Zrecruit_159941000009920088,Vidhi Yelkar,Full time,Ecommerce Manager,In-progress,08/06/2026,Lower Parel,Mumbai,,08/06/2026 11:50 AM,10 - 20 K,E-Commerce
Zrecruit_159941000009915387,Aanchal Sharma,Full time,Campaign Manager,In-progress,08/06/2026,Noida,Uttar Pradesh,,08/06/2026 6:47 PM,40 - 50k,Campaign Management
Zrecruit_159941000009915370,Aanchal Sharma,Full time,Influencer Marketing Specialist,In-progress,08/06/2026,Delhi,Delhi,,08/06/2026 6:45 PM,40 - 50k,Influencer Marketing
Zrecruit_159941000009915365,Aanchal Sharma,Full time,Senior Client Account Executive - Digital Advertising,In-progress,08/06/2026,Delhi,Delhi,,08/06/2026 6:42 PM,40 - 50k,Client Servicing
Zrecruit_159941000009915347,Aanchal Sharma,Internship with PPO,SEO Intern,In-progress,08/06/2026,Delhi,Delhi,,08/06/2026 6:28 PM,10 - 20 K,SEO
Zrecruit_159941000009915337,Aanchal Sharma,Full time,SEO Manager,In-progress,08/06/2026,Noida,Uttar Pradesh,,08/06/2026 6:12 PM,Not Defined,SEO
Zrecruit_159941000009915261,Dania Assadi,Internship,Social Media Intern,In-progress,08/06/2026,Mumbai,borivali,,08/06/2026 3:22 PM,10 - 20 K,Social Media
Zrecruit_159941000009912284,Gemini Patel,Full time,Social Media Executive ( Harvest Salad Co),In-progress,08/06/2026,Mumbai,Mumbai,,08/06/2026 3:24 PM,40 - 50k,Social Media
Zrecruit_159941000009909536,Riddhi Rane,Full time,Performance Marketing Executive,In-progress,06/06/2026,Mumbai,Jogeshwari East,,06/06/2026 5:29 PM,20 - 30 K,Performance Marketing
Zrecruit_159941000009909532,Riddhi Rane,Full time,Social Media Manager,In-progress,06/06/2026,Mumbai,Jogeshwari East,,06/06/2026 5:28 PM,20 - 30 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009909527,Riddhi Rane,Full time,Digital Marketing Executive,In-progress,06/06/2026,Mumbai,Jogeshwari East,,06/06/2026 5:27 PM,20 - 30 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009909444,Riddhi Rane,Full time,Social Media Intern,In-progress,06/06/2026,Mumbai,Goregoan,,06/06/2026 3:35 PM,10 - 20 K,Social Media
Zrecruit_159941000009909245,Riddhi Rane,Full time,Marketing Intern,In-progress,06/06/2026,Navi Mumbai,Koparkhairne,,06/06/2026 12:49 PM,10 - 20 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009909159,Vidhi Yelkar,Internship with PPO,Marketing Intern,In-progress,06/06/2026,Malad west,Mumbai,,06/06/2026 11:51 AM,20 - 30 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009909029,Vidhi Yelkar,Internship with PPO,Social Media Intern,In-progress,06/06/2026,Malad,Mumbai,,06/06/2026 11:37 AM,5 - 10 K,Social Media
Zrecruit_159941000009908428,Gemini Patel,Full time,Performance Marketing Executive,In-progress,08/06/2026,New Delhi,Chhatarpur,,08/06/2026 5:11 PM,20 - 30 K,Performance Marketing
Zrecruit_159941000009908417,Gemini Patel,Internship with PPO,Social Media Intern,In-progress,08/06/2026,Mumbai,Mumbai Central,,08/06/2026 5:08 PM,5 - 10 K,Social Media
Zrecruit_159941000009908242,Gemini Patel,Full time,Branding & Marketing Manager,In-progress,08/06/2026,Mumbai,Lower Parel,,08/06/2026 2:40 PM,50k+,Brand Marketing
Zrecruit_159941000009908194,Sonali Maurya,Full time,Social Media Manager,In-progress,08/06/2026,South Delhi,Mathura Road,,08/06/2026 12:32 PM,30 - 40 K,Social Media
Zrecruit_159941000009908188,Sonali Maurya,Full time,Business Development Executive,In-progress,08/06/2026,South Delhi,Mathura Road,,08/06/2026 12:30 PM,30 - 40 K,Business Development
Zrecruit_159941000009894206,Gemini Patel,Full time,Social Media Associate,In-progress,05/06/2026,Mumbai,Andheri,,05/06/2026 6:30 PM,20 - 30 K,Social Media
Zrecruit_159941000009894202,Gemini Patel,Internship,Founder's Intern,In-progress,05/06/2026,Mumbai,Andheri,,05/06/2026 6:28 PM,10 - 20 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009894192,Gemini Patel,Internship,Branding & Marketing Intern,In-progress,05/06/2026,Mumbai,Andheri,,05/06/2026 6:22 PM,10 - 20 K,Brand Marketing
Zrecruit_159941000009894007,Gemini Patel,Internship,Business Development Intern,In-progress,05/06/2026,Mumbai,MIDC Navi Mumbai,,05/06/2026 4:52 PM,10 - 20 K,Business Development
Zrecruit_159941000009894001,Gemini Patel,Full time,Influencer Marketing Executive,In-progress,05/06/2026,Navi Mumbai,MIDC Navi Mumbai,,05/06/2026 4:49 PM,20 - 30 K,Influencer Marketing
Zrecruit_159941000009891290,Riddhi Rane,Full time,Social Media Executive,In-progress,05/06/2026,Mumbai,Sanpada,,05/06/2026 6:28 PM,20 - 30 K,Social Media
Zrecruit_159941000009885668,Riddhi Rane,Full time,CONTENT WRITER INTERN (REMOTE),In-progress,05/06/2026,Remote,Remote,,05/06/2026 3:56 PM,10 - 20 K,Content Writing
Zrecruit_159941000009885662,Riddhi Rane,Full time,CREATIVE STRATEGIST (INSTAGRAM),In-progress,05/06/2026,Banglore,Thubarahalli,,05/06/2026 3:52 PM,20 - 30 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009885599,Riddhi Rane,Internship,Client Servicing Intern,In-progress,05/06/2026,Mumbai,Lower Parel,,05/06/2026 3:33 PM,5 - 10 K,Social Media
Zrecruit_159941000009882066,Riddhi Rane,Full time,Social Media Manager,In-progress,05/06/2026,mumbai,ghatkhopar,,05/06/2026 12:28 PM,40 - 50k,Social Media
Zrecruit_159941000009880239,Gemini Patel,Full time,Influencer Marketing Intern,In-progress,05/06/2026,Navi Mumbai,MIDC Navi Mumbai,,05/06/2026 2:52 PM,10 - 20 K,Influencer Marketing
Zrecruit_159941000009880222,Sonali Maurya,Full time,Content & Creative Marketing Associate,In-progress,05/06/2026,Mumbai,Wadala,,05/06/2026 2:19 PM,20 - 30 K,Content Management
Zrecruit_159941000009880207,Sonali Maurya,Full time,Performance Marketing Executive,In-progress,05/06/2026,Mumbai,Wadala,,05/06/2026 2:00 PM,20 - 30 K,Performance Marketing
Zrecruit_159941000009878144,Dania Assadi,Full time,Performance Marketing,In-progress,05/06/2026,Mumbai,Goregaon West,,05/06/2026 12:10 PM,10 - 20 K,Influencer Marketing
Zrecruit_159941000009878137,Dania Assadi,Full time,Business Development Executive (Private Labelling),In-progress,05/06/2026,Mumbai,Goregaon West,,05/06/2026 12:08 PM,10 - 20 K,Influencer Marketing
Zrecruit_159941000009878128,Dania Assadi,Full time,Influencer Marketing Specialist,In-progress,05/06/2026,Mumbai,Goregaon West,,05/06/2026 12:03 PM,10 - 20 K,Influencer Marketing
Zrecruit_159941000009878067,Dania Assadi,Internship with PPO,Marketing associate (B2C),In-progress,05/06/2026,Remote,Remote,,05/06/2026 11:44 AM,10 - 20 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009878057,Dania Assadi,Full time,Performance Marketing,In-progress,05/06/2026,Gurgaon,Sector 54,,05/06/2026 11:28 AM,30 - 40 K,Performance Marketing
Zrecruit_159941000009866435,Gemini Patel,Full time,Growth- Business Development,In-progress,04/06/2026,Mumbai,Mumbai,,04/06/2026 5:11 PM,20 - 30 K,Client Servicing
Zrecruit_159941000009866425,Vidhi Yelkar,Internship,Content Strategist Intern,In-progress,04/06/2026,Mumbai,Wadala,,04/06/2026 4:58 PM,5 - 10 K,Growth & Strategy
Zrecruit_159941000009866411,Vidhi Yelkar,Internship,Digital Marketing Intern,In-progress,04/06/2026,Mumbai,Wadala,,04/06/2026 4:54 PM,5 - 10 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009864725,Vidhi Yelkar,Full time,Influencer  Marketing,In-progress,04/06/2026,mumbai,marol,,04/06/2026 6:28 PM,Not Defined,Influencer Marketing
Zrecruit_159941000009864721,Vidhi Yelkar,Full time,performance  Marketing,In-progress,04/06/2026,mumbai,marol,,04/06/2026 6:27 PM,Not Defined,Performance Marketing
Zrecruit_159941000009864717,Vidhi Yelkar,Full time,Social Media Marketing,In-progress,04/06/2026,mumbai,marol,,04/06/2026 6:26 PM,Not Defined,Business Development
Zrecruit_159941000009864713,Vidhi Yelkar,Full time,Business Development intern,In-progress,04/06/2026,mumbai,marol,,04/06/2026 6:24 PM,Not Defined,Business Development
Zrecruit_159941000009864708,Vidhi Yelkar,Full time,Business Development,In-progress,04/06/2026,mumbai,marol,,04/06/2026 6:23 PM,Not Defined,Business Development
Zrecruit_159941000009864702,Sonali Maurya,Full time,Project Co-ordinater,In-progress,04/06/2026,mumbai,goregaon,,04/06/2026 6:19 PM,20 - 30 K,Others
Zrecruit_159941000009864671,Sonali Maurya,Full time,Client Servicing Executive,In-progress,04/06/2026,mumbai,goregaon,,04/06/2026 6:15 PM,30 - 40 K,Client Servicing
Zrecruit_159941000009864663,Sonali Maurya,Full time,Social Media Specialist,In-progress,04/06/2026,mumbai,goregaon,,04/06/2026 6:08 PM,30 - 40 K,Social Media
Zrecruit_159941000009864537,Sonali Maurya,Full time,Influencer marketing executive,In-progress,04/06/2026,mumbai,goregaon,,04/06/2026 5:41 PM,Not Defined,Influencer Marketing
Zrecruit_159941000009864507,Aanchal Sharma,Full time,Brand Strategist,In-progress,04/06/2026,Mumbai,Mumbai,,04/06/2026 5:29 PM,30 - 40 K,Brand Solutions
Zrecruit_159941000009864503,Aanchal Sharma,Full time,Creator & Campaign Associate,In-progress,04/06/2026,Mumbai,Mumbai,,04/06/2026 5:27 PM,20 - 30 K,Content Management
Zrecruit_159941000009864497,Aanchal Sharma,Internship with PPO,Community and Content Intern,Inactive,04/06/2026,Gurugram,Haryana,,04/06/2026 5:20 PM,20 - 30 K,Content Management
Zrecruit_159941000009858808,Gemini Patel,Full time,Creative Assistant,In-progress,04/06/2026,Mumbai,Andheri,,04/06/2026 3:36 PM,20 - 30 K,Social Media
Zrecruit_159941000009858328,Gemini Patel,Internship,Digital Marketing Executive,In-progress,04/06/2026,Mumbai,Malad,,04/06/2026 1:06 PM,5 - 10 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009842256,Riddhi Rane,Full time,Social Media Executive,In-progress,03/06/2026,Mumbai,Vile Parle,,03/06/2026 5:49 PM,10 - 20 K,Social Media
Zrecruit_159941000009842095,Vidhi Yelkar,Full time,Copywriter,In-progress,03/06/2026,mumbai,goregaon,,03/06/2026 4:00 PM,10 - 20 K,Copywriting
Zrecruit_159941000009842015,Dania Assadi,Internship,Business development Internship,In-progress,03/06/2026,mumbai,andheri,,03/06/2026 3:56 PM,10 - 20 K,Business Development
Zrecruit_159941000009842004,Dania Assadi,Full time,Social Media Associate,In-progress,03/06/2026,mumbai,andheri,,03/06/2026 3:51 PM,10 - 20 K,Social Media
Zrecruit_159941000009839001,Vidhi Yelkar,Full time,Brand operations,In-progress,03/06/2026,Chandivali,Mumbai,,03/06/2026 3:29 PM,30 - 40 K,Brand Marketing
Zrecruit_159941000009837947,Vidhi Yelkar,Internship with PPO,SEO internship,In-progress,04/06/2026,Chandivali,Mumbai,,04/06/2026 12:21 PM,5 - 10 K,SEO
Zrecruit_159941000009837940,Vidhi Yelkar,Full time,Social media account management,In-progress,04/06/2026,Chandivali,Mumbai,,04/06/2026 12:16 PM,10 - 20 K,Account Management
Zrecruit_159941000009837050,Riddhi Rane,Internship,Brand Management Intern,In-progress,03/06/2026,Mumbai,Dadar,,03/06/2026 4:27 PM,5 - 10 K,Brand Marketing
Zrecruit_159941000009837043,Dania Assadi,Full time,E-commerce -Executive,In-progress,03/06/2026,Mumbai,Andheri,,03/06/2026 4:22 PM,40 - 50k,E-Commerce
Zrecruit_159941000009837030,Dania Assadi,Full time,Social Media Executive,In-progress,03/06/2026,Gurugram,Sector 41,India,03/06/2026 3:48 PM,20 - 30 K,Social Media
Zrecruit_159941000009836136,Gemini Patel,Internship with PPO,Social Media Intern,In-progress,03/06/2026,Mumbai,Andheri,,03/06/2026 5:00 PM,10 - 20 K,Social Media
Zrecruit_159941000009836109,Gemini Patel,Internship,Social Media and Content Creation Intern,In-progress,03/06/2026,Vashi,Vashi,,03/06/2026 4:39 PM,5 - 10 K,Social Media
Zrecruit_159941000009836095,Gemini Patel,Full time,Social Media Manager,In-progress,03/06/2026,New Delhi,New Delhi,,03/06/2026 4:34 PM,20 - 30 K,Social Media
Zrecruit_159941000009836033,Gemini Patel,Full time,Client Servicing Executive- Jr,In-progress,03/06/2026,Mumbai,Andheri,,03/06/2026 3:51 PM,20 - 30 K,Client Servicing
Zrecruit_159941000009828338,Vidhi Yelkar,Full time,Client Servicing,In-progress,03/06/2026,Chandivali,Mumbai,,03/06/2026 3:24 PM,30 - 40 K,Client Servicing
Zrecruit_159941000009826245,Gemini Patel,Full time,Brand Head,In-progress,03/06/2026,Mumbai,Kandivali,,03/06/2026 3:28 PM,40 - 50k,Brand Solutions
Zrecruit_159941000009826232,Gemini Patel,Internship with PPO,Social Media Marketing Intern,In-progress,03/06/2026,Mumbai,Kandivali,,03/06/2026 3:20 PM,10 - 20 K,Social Media
Zrecruit_159941000009826219,Gemini Patel,Internship with PPO,Brand Management Intern,In-progress,03/06/2026,Mumbai,Kandivali,,03/06/2026 3:10 PM,10 - 20 K,Brand Marketing
Zrecruit_159941000009826206,Sonali Maurya,Full time,Influencer Marketing Executive,In-progress,03/06/2026,Mumbai,Mahim,,03/06/2026 1:40 PM,20 - 30 K,Influencer Marketing
Zrecruit_159941000009826198,Gemini Patel,Full time,Account Manager,In-progress,03/06/2026,Mumbai,Thane,,03/06/2026 1:33 PM,20 - 30 K,Account Management
Zrecruit_159941000009826189,Sonali Maurya,Full time,Marketing Executive,In-progress,03/06/2026,New Delhi,Shahpur Jat,,03/06/2026 1:15 PM,20 - 30 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009826172,Gemini Patel,Full time,Social Media Intern,Declined,03/06/2026,Mumbai,Kandivali,,03/06/2026 12:52 PM,5 - 10 K,Social Media
Zrecruit_159941000009826152,Sonali Maurya,Full time,Social Media Manager,In-progress,03/06/2026,Mumbai,Andheri,,03/06/2026 12:19 PM,Not Defined,Social Media
Zrecruit_159941000009826140,Sonali Maurya,Full time,SEO Executive,In-progress,03/06/2026,Mumbai,Vikhroli,,03/06/2026 12:11 PM,20 - 30 K,SEO
Zrecruit_159941000009826129,Gemini Patel,Full time,Digital Marketing Interns,In-progress,03/06/2026,Mumbai,Worli,,03/06/2026 12:00 PM,5 - 10 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009804903,Vidhi Yelkar,Full time,Paid media,In-progress,03/06/2026,Chandivali,Mumbai,,03/06/2026 3:18 PM,30 - 40 K,Influencer Marketing
Zrecruit_159941000009804896,Vidhi Yelkar,Full time,Content Creator,In-progress,03/06/2026,Chandivali,Mumbai,,03/06/2026 3:16 PM,30 - 40 K,Influencer Marketing
Zrecruit_159941000009804892,Vidhi Yelkar,Full time,Influencer talent Management,In-progress,03/06/2026,Chandivali,Mumbai,,03/06/2026 3:14 PM,30 - 40 K,Influencer Marketing
Zrecruit_159941000009804886,Vidhi Yelkar,Internship with PPO,Social Media Intern,In-progress,03/06/2026,Chandivali,Mumbai,,03/06/2026 3:09 PM,10 - 20 K,Social Media
Zrecruit_159941000009804871,Vidhi Yelkar,Internship with PPO,Digital Marketing Executive -SEO,In-progress,03/06/2026,Kandiwali,Mumbai,,03/06/2026 2:58 PM,10 - 20 K,Digital Marketing (All-Rounder)
Zrecruit_159941000009804856,Vidhi Yelkar,Full time,Seo Specialist/intern,In-progress,03/06/2026,Marol,Mumbai,,03/06/2026 1:24 PM,40 - 50k,Social Media
Zrecruit_159941000009804850,Vidhi Yelkar,Full time,ADS manager-Performance Marketing exec/intern,In-progress,03/06/2026,Marol,Mumbai,,03/06/2026 1:21 PM,40 - 50k,Social Media
Zrecruit_159941000009804834,Vidhi Yelkar,Full time,Social Media Manager exec/intern,In-progress,03/06/2026,Marol,Mumbai,,03/06/2026 1:08 PM,Not Defined,Social Media
Zrecruit_159941000009804822,Vidhi Yelkar,Internship with PPO,Account management-Digital Marketing  Intern,In-progress,03/06/2026,,,,03/06/2026 12:30 PM,10 - 20 K,Account Management
Zrecruit_159941000009804556,Vidhi Yelkar,Internship,Copywriter Internship,In-progress,03/06/2026,Oshiwara,Andheri west,,03/06/2026 12:15 PM,10 - 20 K,Copywriting
Zrecruit_159941000009800285,Gemini Patel,Full time,Influencer marketing,In-progress,02/06/2026,mumbai,andheri,,02/06/2026 6:26 PM,Not Defined,Influencer Marketing
Zrecruit_159941000009800277,Gemini Patel,Full time,Celebrity Marketing Executive,Declined,02/06/2026,Mumbai,Andheri,,02/06/2026 6:24 PM,Not Defined,Influencer Marketing
Zrecruit_159941000009800269,Gemini Patel,Internship,Celebrity Marketing Intern,In-progress,02/06/2026,Mumbai,Andheri,,02/06/2026 6:20 PM,Not Defined,Influencer Marketing
Zrecruit_159941000009800260,Riddhi Rane,Internship,Social Media Intern,In-progress,02/06/2026,Mumbai,Santacruz,,02/06/2026 6:16 PM,10 - 20 K,Social Media
Zrecruit_159941000009800098,Riddhi Rane,Full time,Business Development,In-progress,02/06/2026,Mumbai,andheri,,02/06/2026 6:08 PM,10 - 20 K,Business Development
Zrecruit_159941000009800043,Sonali Maurya,Internship,Social Media Intern,In-progress,02/06/2026,mumbai,marine lines,,02/06/2026 6:01 PM,Not Defined,Social Media
Zrecruit_159941000009800015,Sonali Maurya,Internship,content writer intern,In-progress,02/06/2026,mumbai,marine lines,India,02/06/2026 5:58 PM,Not Defined,Content Writing
Zrecruit_159941000009800003,Gemini Patel,Full time,Social Media Manager,Cancelled,02/06/2026,mumbai,andheri,,02/06/2026 5:53 PM,Not Defined,Social Media
Zrecruit_159941000009788716,Gemini Patel,Full time,SEO EXECUTIVE,In-progress,02/06/2026,Andheri West,Mumbai,,02/06/2026 5:51 PM,30 - 40 K,SEO
Zrecruit_159941000009788490,Vidhi Yelkar,Internship with PPO,Jr Copywriter,In-progress,02/06/2026,Kurla,Mumbai,,02/06/2026 5:24 PM,10 - 20 K,Copywriting
Zrecruit_159941000009788426,Gemini Patel,Full time,Paid Media,In-progress,02/06/2026,Andheri West,Maharashtra,,02/06/2026 5:00 PM,30 - 40 K,Client Servicing
Zrecruit_159941000009788414,Gemini Patel,Internship with PPO,Influencer Marketing Intern,Declined,02/06/2026,Mumbai,Andheri west,,02/06/2026 4:53 PM,10 - 20 K,Influencer Marketing
Zrecruit_159941000009788395,Riddhi Rane,Internship,Social Media  intern,In-progress,02/06/2026,Mumbai,Khar west,,02/06/2026 4:40 PM,5 - 10 K,Social Media
Zrecruit_159941000009788381,Aanchal Sharma,Full time,Senior Digital Marketing Executive,Inactive,02/06/2026,,,,02/06/2026 4:13 PM,50k+,Digital Marketing (All-Rounder)
Zrecruit_159941000009788371,Aanchal Sharma,Full time,Digital Marketer,In-progress,02/06/2026,Delhi,Delhi,,02/06/2026 4:11 PM,50k+,Digital Marketing (All-Rounder)
Zrecruit_159941000009788363,Aanchal Sharma,Full time,Senior Manager – Brand Marketing,In-progress,02/06/2026,Delhi,Delhi,,02/06/2026 4:07 PM,50k+,Brand Marketing
Zrecruit_159941000009788356,Aanchal Sharma,Full time,Social Media Expert,In-progress,02/06/2026,Delhi,Delhi,,02/06/2026 3:59 PM,Not Defined,Social Media
Zrecruit_159941000009788344,Aanchal Sharma,Internship with PPO,SEO intern,In-progress,02/06/2026,Gurugram,Haryana,,02/06/2026 3:48 PM,10 - 20 K,SEO
Zrecruit_159941000009788340,Sonali Maurya,Internship with PPO,SEO intern,In-progress,02/06/2026,Delhi,Remote,,02/06/2026 3:48 PM,10 - 20 K,SEO
Zrecruit_159941000009788335,Aanchal Sharma,Full time,Business Development Executive – Mobile App Performance,In-progress,02/06/2026,Gurgaon,Haryana,,02/06/2026 3:41 PM,40 - 50k,Performance Marketing
Zrecruit_159941000009788330,Aanchal Sharma,Full time,Executive - Client Sucess & Partnerships,In-progress,02/06/2026,Gurugram,Haryana,,02/06/2026 3:39 PM,20 - 30 K,Performance Marketing
Zrecruit_159941000009788322,Vidhi Yelkar,Internship with PPO,Influencer Marketing Intern,In-progress,02/06/2026,Andheri west,Mumbai,,02/06/2026 3:14 PM,10 - 20 K,Influencer Marketing
Zrecruit_159941000009788309,Vidhi Yelkar,Full time,Assistant account manager-Social Media,In-progress,02/06/2026,work from home,work from home,,02/06/2026 3:08 PM,30 - 40 K,Social Media
Zrecruit_159941000009788033,Vidhi Yelkar,Internship with PPO,Content Strategy Intern,In-progress,02/06/2026,Andheri,Mumbai,,02/06/2026 10:59 AM,10 - 20 K,Content Management
Zrecruit_159941000009786712,Vidhi Yelkar,Full time,Paid Media Internship,In-progress,02/06/2026,Mumbai,Andheri,,02/06/2026 5:54 PM,10 - 20 K,Paid Media
Zrecruit_159941000009786377,Gemini Patel,Internship with PPO,Digital Marketing Intern,In-progress,02/06/2026,New Delhi,West Delhi,,02/06/2026 4:43 PM,10 - 20 K,Social Media
Zrecruit_159941000009786055,Gemini Patel,Internship,Performance Marketing Intern,In-progress,02/06/2026,Mumbai,Andheri,,02/06/2026 11:50 AM,5 - 10 K,Performance Marketing
Zrecruit_159941000009785971,Gemini Patel,Full time,SEO Executive,Declined,02/06/2026,mumbai,andheri,,02/06/2026 5:39 PM,Not Defined,SEO
Zrecruit_159941000009785944,Dania Assadi,Full time,Performance Marketing,Cancelled,02/06/2026,Gurgaon,Sector 54,,02/06/2026 5:23 PM,40 - 50k,Performance Marketing
Zrecruit_159941000009785862,Sonali Maurya,Full time,Influencer Marketing Executive,Cancelled,02/06/2026,Gurgaon,Sector 48,,02/06/2026 3:09 PM,50k+,Influencer Marketing
Zrecruit_159941000009785807,Dania Assadi,Full time,Social Media & Ads,In-progress,02/06/2026,Ghaziabad,"Vaishali, Sector 3",,02/06/2026 1:18 PM,20 - 30 K,SEO
Zrecruit_159941000009785801,Dania Assadi,Full time,Social Media & Ads,Cancelled,02/06/2026,Ghaziabad,"Vaishali, Sector 3",,02/06/2026 1:18 PM,10 - 20 K,SEO
Zrecruit_159941000009785370,Dania Assadi,Full time,SEO & Organic Search Executive,In-progress,02/06/2026,Ghaziabad,"Vaishali, Sector 3",,02/06/2026 12:12 PM,10 - 20 K,SEO
